0,1
3,0
3,0
5,1
10,0
14,1
12,2
12,3
11,3
4,0
21,0
6,2
25,3
3,4
10,0
12,5
13,4
9,3
13,1
6,1
19,6
13,7
22,6
24,3
39,3
28,0
21,7
15,4
24,2
13,10
36,3
18,14
15,21
13,21
34,19
13,30
9,27
11,18
15,13
18,24
27,21
14,13
20,12
37,29
22,26
35,31
42,38
79,40
183,32
198,35
